Dataset = simulated.abs
Using 6 threads to run hyperparameter search
run = hpo
[I 2020-05-25 02:35:40,973] Finished trial#2 with value: 0.0 with parameters: {'learning_rate': 0.10492918156185563, 'max_depth': 2, 'min_child_weight': 6.516297465796531, 'reg_alpha': 1.8238975295779214, 'reg_lambda': 1.6491446561567327, 'aft_loss_distribution_scale': 5.983576128176064}. Best is trial#2 with value: 0.0.
[I 2020-05-25 02:36:16,082] Finished trial#10 with value: 0.13125 with parameters: {'learning_rate': 0.018251043271328874, 'max_depth': 4, 'min_child_weight': 0.7540135168974839, 'reg_alpha': 3.663176900583159, 'reg_lambda': 27.75054342642806, 'aft_loss_distribution_scale': 10.731522490901277}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,128] Finished trial#12 with value: 0.13125 with parameters: {'learning_rate': 0.00520269747020185, 'max_depth': 4, 'min_child_weight': 47.439988176540155, 'reg_alpha': 0.00011628906215254984, 'reg_lambda': 4.906504770714994, 'aft_loss_distribution_scale': 38.443324279415734}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,192] Finished trial#11 with value: 0.2125 with parameters: {'learning_rate': 0.45481604570792566, 'max_depth': 4, 'min_child_weight': 0.16135230158689778, 'reg_alpha': 0.030749853299058036, 'reg_lambda': 0.00017201380799128355, 'aft_loss_distribution_scale': 70.79995041975333}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,235] Finished trial#13 with value: 0.13125 with parameters: {'learning_rate': 0.1854323499745503, 'max_depth': 8, 'min_child_weight': 71.03436532585249, 'reg_alpha': 0.886422655802767, 'reg_lambda': 0.020113813235248808, 'aft_loss_distribution_scale': 19.540007146868284}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,294] Finished trial#14 with value: 0.2875 with parameters: {'learning_rate': 0.4004431445756011, 'max_depth': 10, 'min_child_weight': 0.14240686574573963, 'reg_alpha': 0.5215177430404685, 'reg_lambda': 0.0015282436977674678, 'aft_loss_distribution_scale': 14.831215961991942}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,342] Finished trial#15 with value: 0.25 with parameters: {'learning_rate': 0.8888408805207937, 'max_depth': 2, 'min_child_weight': 1.111819647488683, 'reg_alpha': 0.008138522771884834, 'reg_lambda': 0.0001800306879912123, 'aft_loss_distribution_scale': 23.544363691048947}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,382] Finished trial#16 with value: 0.13125 with parameters: {'learning_rate': 0.0022904074544980836, 'max_depth': 10, 'min_child_weight': 7.227673765289308, 'reg_alpha': 2.677685908181609, 'reg_lambda': 43.04638154723459, 'aft_loss_distribution_scale': 94.89857277995202}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,442] Finished trial#18 with value: 0.2875 with parameters: {'learning_rate': 0.293386571226131, 'max_depth': 6, 'min_child_weight': 19.280045244944894, 'reg_alpha': 0.007739843585433362, 'reg_lambda': 0.00017499411998190826, 'aft_loss_distribution_scale': 2.1997517278217344}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,482] Finished trial#19 with value: 0.13125 with parameters: {'learning_rate': 0.0010045284124929616, 'max_depth': 8, 'min_child_weight': 8.980516562677263, 'reg_alpha': 0.14995382781487238, 'reg_lambda': 0.0003300727177901334, 'aft_loss_distribution_scale': 15.624571311177423}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,523] Finished trial#17 with value: 0.2625 with parameters: {'learning_rate': 0.7762648413658788, 'max_depth': 8, 'min_child_weight': 12.431188395232752, 'reg_alpha': 1.4879051049245815, 'reg_lambda': 1.6585282229437275, 'aft_loss_distribution_scale': 1.286742218123725}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,569] Finished trial#5 with value: 0.28125 with parameters: {'learning_rate': 0.005564604672270952, 'max_depth': 10, 'min_child_weight': 62.34109868088717, 'reg_alpha': 0.6184978873868118, 'reg_lambda': 0.5642320674091084, 'aft_loss_distribution_scale': 8.060469530861981}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,635] Finished trial#20 with value: 0.13125 with parameters: {'learning_rate': 0.001116921280084672, 'max_depth': 4, 'min_child_weight': 5.978893052048585, 'reg_alpha': 15.580863403172073, 'reg_lambda': 0.18138608044112975, 'aft_loss_distribution_scale': 60.867931034341844}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,677] Finished trial#21 with value: 0.13125 with parameters: {'learning_rate': 0.02032008302262446, 'max_depth': 10, 'min_child_weight': 0.1174553075283934, 'reg_alpha': 19.003483224167788, 'reg_lambda': 0.0023607965893558606, 'aft_loss_distribution_scale': 59.97664569844654}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,717] Finished trial#23 with value: 0.13125 with parameters: {'learning_rate': 0.056466072444954454, 'max_depth': 10, 'min_child_weight': 47.943966870913556, 'reg_alpha': 0.036366489733870175, 'reg_lambda': 0.3753331215097146, 'aft_loss_distribution_scale': 57.98036980387298}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,755] Finished trial#22 with value: 0.13125 with parameters: {'learning_rate': 0.002084624210661223, 'max_depth': 6, 'min_child_weight': 63.852005819254344, 'reg_alpha': 0.9224108453345273, 'reg_lambda': 0.00231661913227037, 'aft_loss_distribution_scale': 47.52159509175085}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,809] Finished trial#27 with value: 0.13125 with parameters: {'learning_rate': 0.004257317608344955, 'max_depth': 4, 'min_child_weight': 0.19559097387000748, 'reg_alpha': 0.010440800327528098, 'reg_lambda': 0.02679049945986196, 'aft_loss_distribution_scale': 66.14401715972237}. Best is trial#1 with value: 0.2875.
[I 2020-05-25 02:36:16,895] Finished trial#9 with value: 0.525 with parameters: {'learning_rate': 0.0160934749811868, 'max_depth': 6, 'min_child_weight': 3.8144715614082254, 'reg_alpha': 0.005404977601267312, 'reg_lambda': 0.0020683023411614343, 'aft_loss_distribution_scale': 1.9283340550694714}. Best is trial#9 with value: 0.525.
[I 2020-05-25 02:36:16,944] Finished trial#28 with value: 0.63125 with parameters: {'learning_rate': 0.26547378915595715, 'max_depth': 2, 'min_child_weight': 10.052268791218653, 'reg_alpha': 2.278884270245124, 'reg_lambda': 0.0027031218283986094, 'aft_loss_distribution_scale': 1.0372810326902544}. Best is trial#28 with value: 0.63125.
[I 2020-05-25 02:36:16,997] Finished trial#29 with value: 0.13125 with parameters: {'learning_rate': 0.025546927438044317, 'max_depth': 6, 'min_child_weight': 43.151922046865415, 'reg_alpha': 11.90574934606139, 'reg_lambda': 0.020114535449211463, 'aft_loss_distribution_scale': 20.608993357946026}. Best is trial#28 with value: 0.63125.
[I 2020-05-25 02:36:17,046] Finished trial#4 with value: 0.29375 with parameters: {'learning_rate': 0.5504356938057945, 'max_depth': 10, 'min_child_weight': 1.1277576380536494, 'reg_alpha': 0.0022851176551918683, 'reg_lambda': 22.081593078072913, 'aft_loss_distribution_scale': 28.372639532306096}. Best is trial#28 with value: 0.63125.
[I 2020-05-25 02:36:17,090] Finished trial#30 with value: 0.13125 with parameters: {'learning_rate': 0.008321140135544369, 'max_depth': 10, 'min_child_weight': 0.27381187261066076, 'reg_alpha': 0.03954760025181398, 'reg_lambda': 14.524092965195905, 'aft_loss_distribution_scale': 4.702319207555308}. Best is trial#28 with value: 0.63125.
[I 2020-05-25 02:36:17,141] Finished trial#24 with value: 0.70625 with parameters: {'learning_rate': 0.14716607501295362, 'max_depth': 4, 'min_child_weight': 2.911991517275636, 'reg_alpha': 0.0017868391634875747, 'reg_lambda': 0.01861334875599448, 'aft_loss_distribution_scale': 1.681406405757155}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,186] Finished trial#33 with value: 0.13125 with parameters: {'learning_rate': 0.0071600765712056865, 'max_depth': 8, 'min_child_weight': 15.985432153252884, 'reg_alpha': 33.28545394017541, 'reg_lambda': 0.00011355886716235867, 'aft_loss_distribution_scale': 13.99651524773031}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,239] Finished trial#35 with value: 0.13125 with parameters: {'learning_rate': 0.037344398784053524, 'max_depth': 8, 'min_child_weight': 0.21596674147970238, 'reg_alpha': 13.35209427204095, 'reg_lambda': 0.027783408231709543, 'aft_loss_distribution_scale': 12.454845389151023}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,292] Finished trial#36 with value: 0.13125 with parameters: {'learning_rate': 0.5630931547792912, 'max_depth': 4, 'min_child_weight': 6.842083206919525, 'reg_alpha': 3.8505990986024816, 'reg_lambda': 0.0005819061784902369, 'aft_loss_distribution_scale': 15.512176736864886}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,358] Finished trial#37 with value: 0.2875 with parameters: {'learning_rate': 0.9259935759120747, 'max_depth': 2, 'min_child_weight': 0.7059260556317142, 'reg_alpha': 0.00398997799365777, 'reg_lambda': 98.49746960636729, 'aft_loss_distribution_scale': 2.4103847635940046}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,412] Finished trial#38 with value: 0.13125 with parameters: {'learning_rate': 0.001476065389209114, 'max_depth': 4, 'min_child_weight': 80.66159808829609, 'reg_alpha': 0.39934011768971495, 'reg_lambda': 0.007263516141865417, 'aft_loss_distribution_scale': 12.86480606215735}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,464] Finished trial#32 with value: 0.3 with parameters: {'learning_rate': 0.010185510933899562, 'max_depth': 4, 'min_child_weight': 22.173775745832657, 'reg_alpha': 0.9593098212364345, 'reg_lambda': 0.00028170762631384087, 'aft_loss_distribution_scale': 7.486134010865211}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,545] Finished trial#40 with value: 0.30625 with parameters: {'learning_rate': 0.013306955563042493, 'max_depth': 6, 'min_child_weight': 4.5853970342881265, 'reg_alpha': 0.0006828841029315259, 'reg_lambda': 0.33091065216845894, 'aft_loss_distribution_scale': 6.8295087116050635}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,598] Finished trial#41 with value: 0.13125 with parameters: {'learning_rate': 0.0010357502010507594, 'max_depth': 8, 'min_child_weight': 0.10836764542693669, 'reg_alpha': 0.0010324962609571523, 'reg_lambda': 0.12628138433072195, 'aft_loss_distribution_scale': 21.432568603097675}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,651] Finished trial#42 with value: 0.13125 with parameters: {'learning_rate': 0.017434099717300082, 'max_depth': 8, 'min_child_weight': 8.80409436510899, 'reg_alpha': 0.0006256035918970808, 'reg_lambda': 1.1363310006568579, 'aft_loss_distribution_scale': 28.260008832278682}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,710] Finished trial#34 with value: 0.28125 with parameters: {'learning_rate': 0.002892059702908769, 'max_depth': 8, 'min_child_weight': 1.6286727400090424, 'reg_alpha': 0.4322746902861535, 'reg_lambda': 0.021097666449789804, 'aft_loss_distribution_scale': 5.030977843824448}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,751] Finished trial#43 with value: 0.29375 with parameters: {'learning_rate': 0.6615757104195593, 'max_depth': 4, 'min_child_weight': 0.10384646640367444, 'reg_alpha': 0.0004277826346640799, 'reg_lambda': 3.0123544830328752, 'aft_loss_distribution_scale': 18.726508527460183}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,813] Finished trial#45 with value: 0.29375 with parameters: {'learning_rate': 0.02159504000898934, 'max_depth': 6, 'min_child_weight': 21.506683007658566, 'reg_alpha': 0.0001920253628577277, 'reg_lambda': 0.0009452231673002609, 'aft_loss_distribution_scale': 32.47538846202945}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,863] Finished trial#46 with value: 0.13125 with parameters: {'learning_rate': 0.05541512666173315, 'max_depth': 8, 'min_child_weight': 6.286398816531592, 'reg_alpha': 20.704348714389184, 'reg_lambda': 1.0667980422840613, 'aft_loss_distribution_scale': 8.878039603656626}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,938] Finished trial#39 with value: 0.2875 with parameters: {'learning_rate': 0.016721522490534046, 'max_depth': 10, 'min_child_weight': 23.843714421744718, 'reg_alpha': 0.013857276212944669, 'reg_lambda': 0.9308215552130497, 'aft_loss_distribution_scale': 19.617939373365807}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:17,999] Finished trial#44 with value: 0.375 with parameters: {'learning_rate': 0.8078886251218288, 'max_depth': 2, 'min_child_weight': 0.25202409401821785, 'reg_alpha': 0.004280731912425692, 'reg_lambda': 1.866940034252691, 'aft_loss_distribution_scale': 6.05448222890383}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,053] Finished trial#49 with value: 0.13125 with parameters: {'learning_rate': 0.1620103283347297, 'max_depth': 4, 'min_child_weight': 49.06136013505009, 'reg_alpha': 0.001093875123393183, 'reg_lambda': 3.4042162830827927, 'aft_loss_distribution_scale': 82.2637648019983}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,126] Finished trial#47 with value: 0.29375 with parameters: {'learning_rate': 0.004217709413343724, 'max_depth': 10, 'min_child_weight': 6.846269718276664, 'reg_alpha': 0.001344899435809357, 'reg_lambda': 0.0006799020890684298, 'aft_loss_distribution_scale': 43.28042475799125}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,164] Finished trial#48 with value: 0.30625 with parameters: {'learning_rate': 0.02582898147489506, 'max_depth': 10, 'min_child_weight': 21.205646456920064, 'reg_alpha': 0.31819322645361897, 'reg_lambda': 1.4882634116160456, 'aft_loss_distribution_scale': 7.130751693834666}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,223] Finished trial#52 with value: 0.13125 with parameters: {'learning_rate': 0.1339514097116772, 'max_depth': 4, 'min_child_weight': 40.57086853999038, 'reg_alpha': 5.377802193877904, 'reg_lambda': 0.11569258063619234, 'aft_loss_distribution_scale': 61.08557513949768}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,307] Finished trial#51 with value: 0.3875 with parameters: {'learning_rate': 0.28564367899592147, 'max_depth': 6, 'min_child_weight': 0.3091773251999898, 'reg_alpha': 0.02473584578651221, 'reg_lambda': 0.00020973696172909455, 'aft_loss_distribution_scale': 6.1510732548598295}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,391] Finished trial#53 with value: 0.3 with parameters: {'learning_rate': 0.005801087883243434, 'max_depth': 4, 'min_child_weight': 44.94361624498062, 'reg_alpha': 0.158584963757872, 'reg_lambda': 0.019060242385826348, 'aft_loss_distribution_scale': 2.334395545345308}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,454] Finished trial#55 with value: 0.13125 with parameters: {'learning_rate': 0.9207228736032885, 'max_depth': 6, 'min_child_weight': 78.39925365932014, 'reg_alpha': 54.27359108313518, 'reg_lambda': 0.0002582436981702239, 'aft_loss_distribution_scale': 8.84252267420599}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,512] Finished trial#54 with value: 0.28125 with parameters: {'learning_rate': 0.07391582467968352, 'max_depth': 6, 'min_child_weight': 1.9693200474989707, 'reg_alpha': 0.007010757045585875, 'reg_lambda': 6.315563492991966, 'aft_loss_distribution_scale': 13.60819336150499}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,560] Finished trial#26 with value: 0.7 with parameters: {'learning_rate': 0.02080014975448697, 'max_depth': 4, 'min_child_weight': 0.5342329808376706, 'reg_alpha': 0.0033409035403237472, 'reg_lambda': 0.3681603630085334, 'aft_loss_distribution_scale': 1.0263653504815553}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,600] Finished trial#56 with value: 0.13125 with parameters: {'learning_rate': 0.002885096528571684, 'max_depth': 10, 'min_child_weight': 18.472675889287782, 'reg_alpha': 6.640901316347699, 'reg_lambda': 0.0007166090169362885, 'aft_loss_distribution_scale': 25.575038131084884}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,653] Finished trial#57 with value: 0.13125 with parameters: {'learning_rate': 0.07555575603112212, 'max_depth': 8, 'min_child_weight': 0.846943422567141, 'reg_alpha': 0.5481654884529957, 'reg_lambda': 65.46907478806924, 'aft_loss_distribution_scale': 38.53275823960033}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,708] Finished trial#60 with value: 0.24375 with parameters: {'learning_rate': 0.9026489667879931, 'max_depth': 4, 'min_child_weight': 96.51030960814401, 'reg_alpha': 0.009354087947001162, 'reg_lambda': 0.010597167272216613, 'aft_loss_distribution_scale': 16.28130818854938}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,753] Finished trial#59 with value: 0.13125 with parameters: {'learning_rate': 0.01397097231830582, 'max_depth': 8, 'min_child_weight': 0.14250988151655986, 'reg_alpha': 4.129486056722156, 'reg_lambda': 0.18547818472546868, 'aft_loss_distribution_scale': 28.404479630947627}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,797] Finished trial#58 with value: 0.13125 with parameters: {'learning_rate': 0.015287451969116126, 'max_depth': 2, 'min_child_weight': 1.5131204677975092, 'reg_alpha': 5.335887118227813, 'reg_lambda': 2.8459538354368106, 'aft_loss_distribution_scale': 48.647418670591975}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,853] Finished trial#63 with value: 0.28125 with parameters: {'learning_rate': 0.2832591090905799, 'max_depth': 10, 'min_child_weight': 9.423743479418427, 'reg_alpha': 0.005100695271918687, 'reg_lambda': 0.0006486842344571261, 'aft_loss_distribution_scale': 8.131241581667396}. Best is trial#24 with value: 0.70625.
[I 2020-05-25 02:36:18,899] Finished trial#61 with value: 0.29375 with parameters: {'learning_rate': 0.12706012108418854, 'max_depth': 4, 'min_child_weight': 2.2367166039924973, 'reg_alpha': 0.00028688694760303156, 'reg_lambda': 0.0023362692813214793, 'aft_loss_distribution_scale': 4.692154669567477}. Best is trial#24 with value: 0.70625.
